customer_id,first_name,last_name,email,phone,gender,date_of_birth,city,state,country,signup_date,customer_segment,is_subscribed_newsletter
100674,Priya,Virk,priya.virk772@yahoo.com,2893654358,Female,1987-02-02,Pune,Maharashtra,India,2024-06-13,,0
100675,Lipika  ,Chana,lipika.chana975@hotmail.com,4018272795,Female,1978-06-25,Indore,Madhya Pradesh,India,2024-07-06,,1
100676,Ranbir,Bandi,ranbir.bandi87@gmail.com,06755125427,Male,1986-11-10,Mumbai,Maharashtra,India,2025-04-18,,0
100677,Alka,Sarna,alka.sarna925@yahoo.com,06734595764,Female,1962-07-16,Delhi,Delhi,India,2025-09-27,,0
100678,Kamala,Tripathi,kamala.tripathi412@hotmail.com,09028249839,Female,1996-09-13,Lucknow,Uttar Pradesh,India,2023-02-09,,0
100679,Eiravati,Nath,eiravati.nath847@gmail.com,05762702324,Female,1975-05-17,Patna,Bihar,India,2025-09-20,,0
100680,George,Keer,george.keer715@hotmail.com,+91-8507251786,Male,1994-02-26,Kolkata,West Bengal,India,2025-10-13,,0
100681,Warinder,Puri,warinder.puri551@gmail.com,05265469681,Male,1977-04-06,Bengaluru,Karnataka,India,2024-10-30,,1
100682,Agastya,Kapadia,agastya.kapadia96@yahoo.com,5809961327,Male,,Lucknow,Uttar Pradesh,India,2023-11-19,,0
100683,Ijaya,Basu,ijaya.basu248@outlook.com,+91-2624467046,Female,1969-03-25,Chandigarh,Chandigarh,India,2025-03-12,,0
100684,Sneha,Varughese,sneha.varughese643@outlook.com,06025298670,Female,1983-12-12,Patna,Bihar,India,2023-10-31,,1
100685,Suhani,Sami,suhani.sami465@gmail.com,09785758512,Female,2007-09-09,Coimbatore,Tamil Nadu,India,2023-10-08,,0
100686,Zinal,Rajagopal,zinal.rajagopal359@yahoo.com,09438976074,Female,1962-07-11,Chandigarh,Chandigarh,India,2024-11-13,,0
100687,Yash,Sharma,yash.sharma108@yahoo.com,04084245607,Male,1976-03-12,Faridabad,Haryana,India,2024-05-13,,0
100688,Andrew,Choudhury,andrew.choudhury84@hotmail.com,2181227645,Male,,Indore,Madhya Pradesh,India,2025-04-29,,1
100689,Vasudha,Kohli,vasudha.kohli603@hotmail.com,05029168154,Female,1980-11-22,Kochi,Kerala,India,2025-11-02,,0
100690,Advay,Gour,advay.gour750@hotmail.com,3944988305,Male,1988-02-18,Nagpur,Maharashtra,India,2024-12-12,,0
100691,Hritik,Sarkar,hritik.sarkar712@gmail.com,09624406306,Male,1992-02-28,Ahmedabad,Gujarat,India,2025-04-02,,0
100692,Mahika,Loke,mahika.loke113@hotmail.com,0531949796,Female,1991-01-30,Hyderabad,Telangana,India,2025-06-03,,1
100693,Omya,Ramachandran,omya.ramachandran302@outlook.com,5727738264,Female,,Patna,Bihar,India,2025-06-08,,0
100694,Tamanna,Bali,tamanna.bali221@outlook.com,1385445770,Female,,Lucknow,Uttar Pradesh,India,2024-08-29,,1
100695,Faras,Ganesan,faras.ganesan493@hotmail.com,08736826911,Male,1979-08-11,Delhi,Delhi,India,2025-07-27,,1
100696,Jagvi,Choudhry,jagvi.choudhry781@yahoo.com,06536945515,Female,1984-09-21,Guwahati,Assam,India,2025-07-10,,1
100697,Rohan,Kar,rohan.kar820@gmail.com,2264085721,Male,1979-01-05,Surat,Gujarat,India,2025-10-14,,1
100698,ubika  ,Sahota,ubika.sahota754@hotmail.com,9981996059,Female,1972-08-10,Delhi,Delhi,India,2024-05-29,,0
100699,Vrishti,Chand,vrishti.chand660@gmail.com,+91-8327532735,Female,,Lucknow,Uttar Pradesh,India,2024-12-13,,0
100700,Dominic,Memon,dominic.memon769@yahoo.com,7397327819,Male,2000-10-30,Coimbatore,Tamil Nadu,India,2024-01-24,,0
100701,Gauri,Konda,gauri.konda806@outlook.com,08761648198,Female,1994-12-03,Mumbai,Maharashtra,India,2024-06-17,,0
100702,Urvashi,Srivastava,urvashi.srivastava412@outlook.com,05687611249,Female,1996-10-13,Chandigarh,Chandigarh,India,2024-10-29,,1
100703,Dayita,Gara,dayita.gara392@outlook.com,3415177345,Female,1974-10-15,Mumbai,Maharashtra,India,2025-05-03,,0
100704,Vamakshi,Narayanan,vamakshi.narayanan158@gmail.com,0228403595,Female,1994-11-16,Jaipur,Rajasthan,India,2023-10-14,,0
100705,Mitesh,Dutt,mitesh.dutt306@gmail.com,+91-2229464303,Male,1988-08-10,Mumbai,Maharashtra,India,2024-07-26,,1
100706,Ethan,Arora,ethan.arora208@gmail.com,5298585672,Male,2002-05-30,Hyderabad,Telangana,India,2023-04-05,,0
100707,Wridesh  ,Gill,wridesh.gill63@outlook.com,3433249135,Male,1984-07-21,Hyderabad,Telangana,India,2024-06-25,,1
100708,Abeer,Viswanathan,abeer.viswanathan568@outlook.com,1581488810,Male,1982-01-19,Mumbai,Maharashtra,India,2025-10-27,,0
100709,Jatin,Konda,jatin.konda457@hotmail.com,2094841312,Male,1985-09-11,Lucknow,Uttar Pradesh,India,2024-04-03,,0
100710,Azaan,Johal,azaan.johal551@yahoo.com,+91-0513717173,Male,1965-05-29,Chennai,Tamil Nadu,India,2023-03-24,,0
100711,HRITIK,Sur,hritik.sur669@outlook.com,07399704694,Male,1984-04-04,Guwahati,Assam,India,2024-04-19,,0
100712,Hema,Narasimhan,hema.narasimhan863@outlook.com,+91-3548847127,Female,1960-12-04,Faridabad,Haryana,India,2025-06-18,,0
100713,Wahab,Tandon,wahab.tandon308@gmail.com,07582313348,Male,1975-04-09,Coimbatore,Tamil Nadu,India,2024-02-29,,0
100714,Zilmil,Sodhi,zilmil.sodhi626@yahoo.com,02523622925,Female,2006-07-14,Indore,Madhya Pradesh,India,2025-02-04,,1
100715,Warjas,Saha,warjas.saha252@outlook.com,4524555746,Male,1987-08-26,Nagpur,Maharashtra,India,2023-10-11,,0
100716,Turvi,Ahluwalia,turvi.ahluwalia624@gmail.com,+91-2740334450,Female,1976-01-23,Ahmedabad,Gujarat,India,2025-09-11,,0
100717,Rayaan,Nanda,rayaan.nanda552@hotmail.com,+91-7411325797,Male,2006-04-24,Bhopal,Madhya Pradesh,India,2025-07-05,,0
100718,Arin,Ramakrishnan,arin.ramakrishnan362@gmail.com,+91-9601054857,Male,2004-12-11,Nagpur,Maharashtra,India,2024-09-08,,1
100719,Christopher,Sodhi,christopher.sodhi474@gmail.com,2949381735,Male,1988-02-08,Mumbai,Maharashtra,India,2024-02-19,,0
100720,Kalpit,Wali,kalpit.wali93@yahoo.com,05732573755,Male,1970-03-01,Patna,Bihar,India,2023-10-25,,0
100721,Leela  ,Kumer,leela.kumer288@gmail.com,+91-6670808509,Female,1981-08-07,Patna,Bihar,India,2025-07-21,,1
100722,Anamika,Thaman,anamika.thaman891@gmail.com,9511918182,Female,1998-12-11,Faridabad,Haryana,India,2025-10-18,,1
100723,Caleb,Sidhu,caleb.sidhu67@yahoo.com,7725129578,Male,1998-02-08,Guwahati,Assam,India,2025-07-23,,0
100724,UPMA,Bail,upma.bail197@outlook.com,00035624395,Female,1986-03-02,Kochi,Kerala,India,2025-05-14,,0
100725,Irya,Pant,irya.pant3@hotmail.com,04210890285,Female,2006-06-09,Chandigarh,Chandigarh,India,2023-11-22,,1
100726,Nihal,Murty,nihal.murty281@hotmail.com,+91-6433502716,Male,,Indore,Madhya Pradesh,India,2025-11-06,,0
100727,Amara,Sawhney,amara.sawhney285@gmail.com,7633691128,Female,2004-06-13,Pune,Maharashtra,India,2024-11-12,,0
100728,Darsh,Gaba,darsh.gaba756@gmail.com,05633185748,Male,1965-12-27,Coimbatore,Tamil Nadu,India,2024-10-03,,0
100729,vasatika,Babu,vasatika.babu65@outlook.com,+91-5416431670,Female,2006-04-11,Surat,Gujarat,India,2025-01-03,,1
100730,Laksh,Naik,laksh.naik254@outlook.com,2822700934,Male,1978-06-15,Surat,Gujarat,India,2024-01-17,,0
100731,Triya,Dugar,triya.dugar795@gmail.com,5120734654,Female,1990-06-19,Pune,Maharashtra,India,2025-05-20,,0
100732,Akshay,Bal,akshay.bal387@gmail.com,0869822105,Male,2003-09-05,Delhi,Delhi,India,2025-04-21,,1
100733,Charita,Saini,charita.saini309@gmail.com,8729047742,Female,,Nagpur,Maharashtra,India,2024-12-26,,1
100734,Neel,Zacharia,neel.zacharia99@hotmail.com,03238223116,Male,1974-03-01,Faridabad,Haryana,India,2025-05-02,,1
100735,Charles,Krish,charles.krish476@hotmail.com,+91-9889425652,Male,1988-06-03,Nagpur,Maharashtra,India,2025-03-17,,0
100736,Anay,Rajan,anay.rajan530@hotmail.com,0326509775,Male,,Mumbai,Maharashtra,India,2024-08-18,,0
100737,Ijaya,Ravi,ijaya.ravi653@yahoo.com,+91-8714855245,Female,1999-05-08,Kolkata,West Bengal,India,2025-05-31,,0
100738,Vinaya,Shan,vinaya.shan62@gmail.com,+91-5608213711,Other,1987-01-13,Ahmedabad,Gujarat,India,2024-08-30,,1
100739,Manbir,Date,manbir.date151@yahoo.com,1826832303,Male,1995-10-26,Coimbatore,Tamil Nadu,India,2024-11-14,,1
100740,Raagini,Vora,raagini.vora244@gmail.com,00858382521,Female,1993-04-09,Ahmedabad,Gujarat,India,2025-07-20,,1
100741,Jeevika,Doshi,jeevika.doshi805@yahoo.com,+91-6468677524,Female,1960-08-18,Kolkata,West Bengal,India,2025-06-30,,0
100742,Ladli,Muni,ladli.muni631@outlook.com,2723626693,Female,1972-07-17,Surat,Gujarat,India,2024-03-17,,0
100743,Pushti,Bobal,,9237245018,Female,1975-07-20,Bhopal,Madhya Pradesh,India,2024-03-23,,1
100744,Charan  ,Sinha,charan.sinha211@hotmail.com,9721540641,Male,1990-09-14,Surat,Gujarat,India,2024-03-25,,1
100745,Tanay,Ganguly,tanay.ganguly146@gmail.com,+91-1199537660,Male,,Chandigarh,Chandigarh,India,2025-10-19,,1
100746,Damini,Mammen,damini.mammen203@yahoo.com,6451017397,Female,1971-03-29,Mumbai,Maharashtra,India,2024-11-03,,0
100747,Teerth  ,Lata,teerth.lata201@yahoo.com,06986091919,Male,1965-03-03,Pune,Maharashtra,India,2023-02-07,,0
100748,Kashvi,Patel,kashvi.patel347@gmail.com,7798066039,Female,1969-04-15,Faridabad,Haryana,India,2025-07-13,,0
100749,Nitesh,Chaudhary,nitesh.chaudhary900@hotmail.com,05553470574,Male,1997-07-04,Kochi,Kerala,India,2025-04-08,,1
100750,Gaurika,Kadakia,gaurika.kadakia712@hotmail.com,07155983541,Female,,Chandigarh,Chandigarh,India,2024-07-22,,1
100751,Chakradev,Ravi,chakradev.ravi875@yahoo.com,4755752250,Male,1965-12-18,Guwahati,Assam,India,2024-04-24,,0
100752,Nilima,Toor,nilima.toor215@hotmail.com,06913119642,Female,1994-12-22,Ahmedabad,Gujarat,India,2024-09-12,,0
100753,Peter,Ranganathan,peter.ranganathan511@outlook.com,09153703824,Male,1961-11-17,Faridabad,Haryana,India,2024-02-18,,1
100754,Jasmit,Kanda,jasmit.kanda275@hotmail.com,00430977688,Female,2008-07-14,Bhopal,Madhya Pradesh,India,2025-03-23,,0
100755,Inaya,Sachar,inaya.sachar884@hotmail.com,+91-5465535851,Female,2006-08-08,Kolkata,West Bengal,India,2025-03-03,,0
100756,Ekani,Nagy,ekani.nagy564@outlook.com,1878519358,Female,2000-01-10,Patna,Bihar,India,2025-10-14,,0
100757,Isaac,Shroff,isaac.shroff525@hotmail.com,+91-7961208780,Male,2003-08-12,Delhi,Delhi,India,2024-04-08,,1
100758,Waida,Divan,waida.divan392@outlook.com,4097626374,Female,1986-06-16,Surat,Gujarat,India,2024-01-24,,0
100759,Max,Narayanan,max.narayanan805@gmail.com,5090591191,Male,1986-01-15,Lucknow,Uttar Pradesh,India,2023-03-26,,0
100760,Gaurika,Hayer,gaurika.hayer692@yahoo.com,01511696667,Female,1967-04-06,Surat,Gujarat,India,2024-03-31,,0
100761,Pavani  ,Goswami,pavani.goswami876@yahoo.com,07124633515,Female,1982-04-18,Guwahati,Assam,India,2025-02-01,,1
100762,Champak,Viswanathan,champak.viswanathan969@hotmail.com,+91-1208005640,Male,1999-01-06,Patna,Bihar,India,2023-04-04,,0
100763,Rachit,Boase,rachit.boase234@hotmail.com,+91-8351295927,Male,1994-07-09,Ahmedabad,Gujarat,India,2024-12-14,,1
100764,Gaurang,Tripathi,gaurang.tripathi349@hotmail.com,8144152982,Male,2003-10-28,Nagpur,Maharashtra,India,2025-02-19,,1
100765,YUVRAJ,Hans,yuvraj.hans461@hotmail.com,7181535237,Male,1969-08-26,Kolkata,West Bengal,India,2024-08-08,,1
100766,Saksham,Barman,saksham.barman830@hotmail.com,1589988683,Male,1974-03-05,Mumbai,Maharashtra,India,2025-04-30,,0
100767,Ekanta,Sem,ekanta.sem334@outlook.com,6170715879,Female,1979-04-11,Chandigarh,Chandigarh,India,2025-09-12,,0
100768,Yuvraj,Mani,yuvraj.mani391@hotmail.com,+91-1499825080,Male,1962-11-17,Surat,Gujarat,India,2025-09-14,,0
100769,nidra,Rajan,nidra.rajan655@hotmail.com,2850317235,Female,,Coimbatore,Tamil Nadu,India,2024-03-09,,1
100770,bina,Jani,bina.jani28@hotmail.com,01403526356,Female,1962-10-05,Guwahati,Assam,India,2025-06-14,,0
100771,Ekavir,Koshy,ekavir.koshy466@gmail.com,3460666437,Male,1972-10-11,Kochi,Kerala,India,2024-08-14,,1
100772,Aashi,Rana,aashi.rana133@gmail.com,1127128524,Female,2006-06-20,Chennai,Tamil Nadu,India,2023-01-16,,1
100773,Mitali,Mane,mitali.mane318@yahoo.com,+91-1631873280,Other,1983-02-14,Ahmedabad,Gujarat,India,2023-07-15,,0
100774,Chatura,Choudhury,chatura.choudhury515@yahoo.com,3695727908,Male,1997-06-02,Coimbatore,Tamil Nadu,India,2025-03-18,,0
100775,Ijaya,Kade,ijaya.kade539@yahoo.com,+91-5425730662,Female,,Faridabad,Haryana,India,2025-08-30,,1
100776,Madhav,Tiwari,madhav.tiwari662@outlook.com,00713984822,Male,1986-11-16,Bengaluru,Karnataka,India,2024-01-24,,0
100777,Nitara,Bhandari,nitara.bhandari426@yahoo.com,00925502130,Female,1978-11-29,Guwahati,Assam,India,2024-02-10,,0
100778,AYUSH,Ram,ayush.ram403@gmail.com,08107964967,Male,2004-04-21,Chennai,Tamil Nadu,India,2025-09-13,,0
100779,Jagat,Swaminathan,jagat.swaminathan683@outlook.com,07853242642,Male,1978-04-13,Chandigarh,Chandigarh,India,2024-08-11,,1
100780,Aishani,Sankaran,aishani.sankaran378@gmail.com,08362536667,Female,1995-10-26,Chandigarh,Chandigarh,India,2024-10-20,,1
100781,TRISTAN,Rama,tristan.rama519@yahoo.com,+91-8333393957,Male,1986-12-05,Jaipur,Rajasthan,India,2024-06-18,,0
100782,TARA,Prasad,tara.prasad877@hotmail.com,1874960335,Female,1987-02-04,Surat,Gujarat,India,2023-08-23,,0
100783,Gaurangi,Rajagopalan,gaurangi.rajagopalan473@hotmail.com,3692492693,Female,1967-11-05,Nagpur,Maharashtra,India,2024-12-08,,1
100784,Nitara,Sidhu,nitara.sidhu175@yahoo.com,9801110005,Female,2001-07-15,Jaipur,Rajasthan,India,2025-03-23,,1
100785,Naksh,Parikh,naksh.parikh688@gmail.com,5959775244,Male,1965-06-26,Chennai,Tamil Nadu,India,2023-03-15,,0
100786,Fariq,Doshi,fariq.doshi453@yahoo.com,02887431271,Male,1996-11-19,Delhi,Delhi,India,2024-02-29,,0
100787,ekanta,Raj,ekanta.raj707@hotmail.com,5799270795,Female,2003-02-14,Hyderabad,Telangana,India,2024-06-21,,0
100788,chaman,Pingle,chaman.pingle931@outlook.com,+91-2135415970,Female,1990-06-18,Pune,Maharashtra,India,2023-01-26,,1
100789,turvi,Gara,turvi.gara226@gmail.com,08075203447,Female,2008-06-05,Kolkata,West Bengal,India,2023-05-13,,0
100790,Pahal,Baria,pahal.baria525@hotmail.com,+91-0290904637,Female,1978-11-08,Delhi,Delhi,India,2024-04-09,,1
100791,Anita,Madan,anita.madan962@hotmail.com,6525483744,Female,,Chandigarh,Chandigarh,India,2025-08-21,,0
100792,Chakrika,Sengupta,chakrika.sengupta399@gmail.com,+91-0213125129,Female,1999-01-31,Surat,Gujarat,India,2023-12-01,,0
100793,Caleb,Borra,caleb.borra907@gmail.com,+91-2975191023,Male,2004-09-04,Delhi,Delhi,India,2024-01-04,,1
100794,Banjeet,Grewal,banjeet.grewal258@yahoo.com,03016583737,Male,1989-09-03,Chandigarh,Chandigarh,India,2025-01-31,,0
100795,Girik,Singh,girik.singh180@outlook.com,0123428931,Male,1994-05-08,Ahmedabad,Gujarat,India,2024-04-15,,0
100796,Bishakha,Guha,bishakha.guha624@gmail.com,+91-9496843645,Female,1995-11-30,Surat,Gujarat,India,2024-03-09,,1
100797,Aarush,Krishnamurthy,aarush.krishnamurthy22@yahoo.com,7509617015,Male,1988-11-04,Mumbai,Maharashtra,India,2025-04-04,,0
100798,Radhika,Bhatti,radhika.bhatti62@gmail.com,5747583392,Female,1962-08-30,Guwahati,Assam,India,2025-07-09,,1
100799,Qushi,Rout,qushi.rout757@hotmail.com,7722660256,Female,,Pune,Maharashtra,India,2024-06-18,,1
100800,Falan,Ratta,falan.ratta769@outlook.com,2310672453,Male,1961-08-27,Indore,Madhya Pradesh,India,2024-05-13,,0
100801,Rohan,Dutt,rohan.dutt623@yahoo.com,9766270511,Male,,Pune,Maharashtra,India,2025-04-12,,0
100802,Neel,Sood,neel.sood977@gmail.com,3670425496,Male,1989-12-21,Bhopal,Madhya Pradesh,India,2023-08-10,,1
100803,Eiravati,Wagle,eiravati.wagle242@yahoo.com,+91-7107563353,Female,2004-04-19,Coimbatore,Tamil Nadu,India,2023-04-13,,1
100804,Naksh,Soni,naksh.soni621@yahoo.com,+91-2593993379,Male,1983-02-28,Indore,Madhya Pradesh,India,2025-09-20,,1
100805,Aditya,Munshi,aditya.munshi974@gmail.com,5187794176,Male,1997-12-05,Bhopal,Madhya Pradesh,India,2024-07-05,,0
100806,Manya,Dhar,manya.dhar840@yahoo.com,00559782457,Female,2007-11-28,Indore,Madhya Pradesh,India,2023-05-13,,0
100807,Irya,Guha,irya.guha567@yahoo.com,+91-8843660443,Female,1967-07-12,Lucknow,Uttar Pradesh,India,2024-12-15,,0
100808,Advik,Balakrishnan,advik.balakrishnan74@hotmail.com,2768297514,Male,,Guwahati,Assam,India,2023-08-26,,0
100809,Vasatika,Majumdar,vasatika.majumdar504@outlook.com,2501058752,Female,1975-09-30,Kochi,Kerala,India,2025-03-07,,1
100810,Riya,Bal,riya.bal419@gmail.com,9045990802,Female,1984-06-14,Lucknow,Uttar Pradesh,India,2025-07-29,,1
100811,Bahadurjit,Dey,bahadurjit.dey790@outlook.com,+91-5516517680,Male,1985-10-18,Indore,Madhya Pradesh,India,2025-02-20,,0
100812,Rudra,Dubey,rudra.dubey949@hotmail.com,+91-1433080037,Male,1962-08-25,Delhi,Delhi,India,2025-07-02,,1
100813,Imaran,Kaul,imaran.kaul268@yahoo.com,6608470681,Male,1962-07-16,Mumbai,Maharashtra,India,2025-11-13,,0
100814,Anita,Joshi,anita.joshi120@gmail.com,09582632809,Female,1974-02-13,Chennai,Tamil Nadu,India,2025-03-18,,1
100815,Ridhi,Vaidya,ridhi.vaidya898@yahoo.com,3546147079,Female,2007-01-24,Bengaluru,Karnataka,India,2024-05-21,,1
100816,Samaksh,Jayaraman,samaksh.jayaraman752@outlook.com,03943945703,Male,1987-10-27,Faridabad,Haryana,India,2024-03-08,,1
100817,Jonathan,Kalla,jonathan.kalla276@yahoo.com,5376576927,Male,1983-08-30,Patna,Bihar,India,2023-07-06,,1
100818,Mekhala,Kothari,mekhala.kothari100@gmail.com,+91-0040476921,Female,1963-03-08,Bhopal,Madhya Pradesh,India,2024-01-29,,1
100819,Janaki,Halder,janaki.halder384@yahoo.com,+91-0401424731,Female,2004-09-29,Chennai,Tamil Nadu,India,2025-11-20,,0
100820,Alexander,Soni,alexander.soni191@yahoo.com,09844097123,Male,1963-09-28,Coimbatore,Tamil Nadu,India,2025-02-28,,1
100821,Ranbir,Balan,ranbir.balan642@hotmail.com,+91-0901447340,Male,1992-10-31,Indore,Madhya Pradesh,India,2024-01-14,,0
100822,Girindra,Keer,girindra.keer66@outlook.com,+91-8730451957,Male,2000-01-03,Hyderabad,Telangana,India,2023-09-09,,1
100823,Gautami,Prakash,gautami.prakash770@outlook.com,05562965754,Female,1967-09-13,Delhi,Delhi,India,2025-08-08,,1
100824,Yachana,Reddy,yachana.reddy618@hotmail.com,2557782058,Female,2004-09-09,Mumbai,Maharashtra,India,2024-05-11,,0
100825,Elijah,Om,elijah.om345@hotmail.com,06161880819,Male,1960-10-21,Guwahati,Assam,India,2025-06-29,,1
100826,Gayathri,Karan,gayathri.karan626@hotmail.com,5868639561,Female,1971-06-14,Faridabad,Haryana,India,2023-09-06,,1
100827,Utkarsh,Dugal,utkarsh.dugal27@yahoo.com,7214364381,Male,2006-04-15,Faridabad,Haryana,India,2024-10-31,,1
100828,Ikshita,Bajwa,ikshita.bajwa634@hotmail.com,+91-1147165609,Female,,Patna,Bihar,India,2023-01-06,,0
100829,NETRA,Oza,netra.oza649@gmail.com,09799070755,Female,1962-02-07,Surat,Gujarat,India,2024-05-21,,0
100830,Vritti,Rajagopal,vritti.rajagopal410@hotmail.com,5706071748,Female,1965-01-11,Guwahati,Assam,India,2024-10-01,,0
100831,Jason,Chandra,jason.chandra752@gmail.com,00548739610,Male,1993-06-08,Bhopal,Madhya Pradesh,India,2025-06-01,,0
100832,akshay,Toor,akshay.toor131@gmail.com,06804918727,Male,1974-09-11,Kochi,Kerala,India,2024-06-11,,0
100833,Gautami,Baral,gautami.baral918@yahoo.com,+91-1377306260,Female,1975-02-14,Nagpur,Maharashtra,India,2025-04-07,,0
100834,JASMIT,Oak,jasmit.oak446@gmail.com,01222990775,Female,1998-09-28,Bengaluru,Karnataka,India,2025-10-16,,1
100835,Tanveer,Bail,tanveer.bail737@yahoo.com,07046861114,Male,2002-09-30,Jaipur,Rajasthan,India,2025-08-24,,0
100836,Rachita,Soman,rachita.soman93@hotmail.com,2192378584,Female,1983-07-21,Chandigarh,Chandigarh,India,2024-05-26,,1
100837,George,Sachdev,george.sachdev387@outlook.com,04260508018,Male,1992-07-29,Bengaluru,Karnataka,India,2024-02-12,,1
100838,Zilmil,Andra,zilmil.andra229@yahoo.com,3377731268,Female,1991-01-06,Indore,Madhya Pradesh,India,2023-04-21,,0
100839,Balendra,Dhingra,balendra.dhingra587@gmail.com,01923653460,Male,,Kolkata,West Bengal,India,2025-08-11,,1
100840,Tarak,Basak,tarak.basak868@yahoo.com,06793279862,Male,1972-03-13,Delhi,Delhi,India,2023-11-13,,0
100841,Yoshita,Mani,yoshita.mani110@yahoo.com,+91-6181205464,Female,1982-11-28,Ahmedabad,Gujarat,India,2024-06-30,,1
100842,Panini,Mitter,panini.mitter697@hotmail.com,7698999275,Female,1964-12-24,Pune,Maharashtra,India,2024-11-01,,1
100843,Wishi,Oommen,wishi.oommen317@outlook.com,4983553935,Female,2007-04-15,Delhi,Delhi,India,2025-06-27,,1
100844,Gopal,Nayak,gopal.nayak299@hotmail.com,06392435885,Male,1970-06-05,Kolkata,West Bengal,India,2025-06-22,,1
100845,Vihaan,Venkatesh,vihaan.venkatesh718@yahoo.com,05275367497,Male,1986-05-29,Kolkata,West Bengal,India,2025-02-27,,0
100846,Elijah,Kumar,elijah.kumar23@yahoo.com,+91-6013477894,Male,1985-02-22,Lucknow,Uttar Pradesh,India,2025-07-21,,0
100847,Shivansh,Issac,shivansh.issac541@gmail.com,07665122150,Male,1962-08-01,Faridabad,Haryana,India,2025-03-30,,0
100848,Bakhshi,Mall,bakhshi.mall332@yahoo.com,03090015944,Male,1981-03-30,Hyderabad,Telangana,India,2024-02-09,,1
100849,Jack,Kannan,jack.kannan592@yahoo.com,2089532638,Male,1990-03-12,Nagpur,Maharashtra,India,2023-08-14,,0
100850,Gaurika,Chand,gaurika.chand371@gmail.com,+91-3633792234,Female,1965-10-07,Kolkata,West Bengal,India,2025-07-10,,0
100851,Jagdish,Morar,jagdish.morar949@yahoo.com,+91-1167726960,Male,1986-08-05,Indore,Madhya Pradesh,India,2024-06-07,,1
100852,Laban,Jha,laban.jha608@outlook.com,05078967935,Male,1967-07-20,Kochi,Kerala,India,2024-11-17,,0
100853,Brinda,Purohit,brinda.purohit310@hotmail.com,+91-5643436970,Female,1993-07-25,Faridabad,Haryana,India,2025-02-26,,1
100854,Keya,Bhattacharyya,keya.bhattacharyya886@hotmail.com,+91-5607676164,Female,,Bengaluru,Karnataka,India,2024-06-14,,1
100855,Priya  ,Karnik,priya.karnik125@gmail.com,+91-3989830650,Female,1997-02-15,Hyderabad,Telangana,India,2025-03-31,,1
100856,chakradev,Dutt,chakradev.dutt281@hotmail.com,+91-4724264236,Male,1975-07-27,Coimbatore,Tamil Nadu,India,2024-02-03,,0
100857,Bahadurjit,Kata,bahadurjit.kata586@outlook.com,08762303911,Male,1997-09-16,Indore,Madhya Pradesh,India,2025-10-18,,1
100858,Krish,Gola,krish.gola404@gmail.com,02823052480,Male,1984-08-28,Faridabad,Haryana,India,2024-07-13,,0
100859,Ayush,Ramesh,ayush.ramesh772@gmail.com,03959473721,Male,1994-11-09,Coimbatore,Tamil Nadu,India,2025-02-14,,0
100860,Gaurika,Basak,gaurika.basak569@gmail.com,7876886878,Female,1977-08-08,Chennai,Tamil Nadu,India,2025-01-23,,0
100861,tanmayi,Krishnamurthy,tanmayi.krishnamurthy872@outlook.com,2031954196,Female,1978-12-23,Bengaluru,Karnataka,India,2025-06-24,,1
100862,Mason,Prakash,mason.prakash968@hotmail.com,6279246320,Male,2003-11-02,Chennai,Tamil Nadu,India,2024-01-09,,0
100863,Theodore,Krishnan,theodore.krishnan144@hotmail.com,+91-7260321450,Male,1977-06-09,Lucknow,Uttar Pradesh,India,2025-06-12,,1
100864,Reyansh,Sant,reyansh.sant705@yahoo.com,7071553482,Male,1961-02-21,Chandigarh,Chandigarh,India,2024-01-29,,1
100865,Chandresh,Dhingra,chandresh.dhingra617@yahoo.com,3850765975,Male,1990-06-16,Kolkata,West Bengal,India,2023-09-28,,0
100866,Lucky,Pillai,lucky.pillai267@outlook.com,+91-8089812657,Male,1995-09-21,Chandigarh,Chandigarh,India,2025-01-17,,0
100867,Kiaan,Dhawan,kiaan.dhawan549@yahoo.com,4630040236,Male,1987-12-09,Indore,Madhya Pradesh,India,2024-02-21,,1
100868,Turvi,Doshi,turvi.doshi430@yahoo.com,02047137271,Female,1964-06-14,Patna,Bihar,India,2023-06-05,,1
100869,Veda,Oommen,veda.oommen277@gmail.com,+91-8855829849,Female,1997-12-21,Pune,Maharashtra,India,2024-08-13,,1
100870,Jason  ,Kara,jason.kara797@outlook.com,8476094412,Male,1987-04-03,Patna,Bihar,India,2025-09-29,,0
100871,Januja,Kothari,januja.kothari975@hotmail.com,5666954132,Female,1990-07-09,Pune,Maharashtra,India,2024-06-18,,0
100872,Bhavini,Murthy,bhavini.murthy542@gmail.com,2670551437,Female,2002-10-23,Bhopal,Madhya Pradesh,India,2025-11-05,,1
100873,Xalak,Randhawa,xalak.randhawa326@yahoo.com,3925295961,Female,1965-06-11,Delhi,Delhi,India,2023-08-03,,1
100874,Chakrika,Anand,chakrika.anand489@hotmail.com,+91-0072024559,Female,1964-10-24,Chandigarh,Chandigarh,India,2024-02-24,,0
100875,fitan,Mukherjee,fitan.mukherjee582@hotmail.com,09032671494,Male,1990-02-25,Ahmedabad,Gujarat,India,2024-04-30,,0
100876,Zansi,Bora,zansi.bora724@hotmail.com,9428179340,Female,1979-06-30,Pune,Maharashtra,India,2023-10-30,,1
