customer_id,customer_name,email,phone,gender,date_of_birth,city,state,country,signup_date,cuatomer_segment,is_subscribed_newsletter
100594,Priya Narula,priya.narula688@hotmail.com,0985916795,Female,1974-06-16,Guwahati,Assam,India,2025-05-11,HIGH,1
100596,Ikbal Mandal,ikbal.mandal958@hotmail.com,0650042548,Male,1992-07-19,Guwahati,Assam,India,2025-10-02,HIGH,0
100597,Garima Chadha,garima.chadha865@outlook.com,01430753666,Female,2007-01-09,Ahmedabad,Gujarat,India,2024-09-17,LOW,1
100598,Chavvi Lal,chavvi.lal844@outlook.com,5923426834,Female,1975-04-03,Indore,Madhya Pradesh,India,2023-12-01,LOW,0
100599,Neha Shenoy,neha.shenoy29@yahoo.com,8758575676,Female,2006-10-06,Ahmedabad,Gujarat,India,2023-07-18,MEDIUN,0
100600,VIHAAN Bala,vihaan.bala164@yahoo.com,09439852989,Male,2002-09-30,Delhi,Delhi,India,2023-11-29,LOW,0
100604,Hiral Keer,hiral.keer615@yahoo.com,1620223288,Female,1970-03-25,Bengaluru,Karnataka,India,2023-11-03,MEDIUN,0
100606,Robert Apte,robert.apte503@gmail.com,5277402588,Male,1970-09-24,Coimbatore,Tamil Nadu,India,2024-07-30,LOW,0
100608,Yashica Vora,yashica.vora862@gmail.com,9961002311,Female,1984-08-02,Guwahati,Assam,India,2024-04-04,LOW,0
100610,Amruta Ghosh,,08334774332,Female,1981-06-12,Pune,Maharashtra,India,2025-04-17,HIGH,1
100611,Zarna Handa,zarna.handa216@outlook.com,2056981528,Female,1984-06-05,Pune,Maharashtra,India,2025-01-29,LOW,1
100615,Omya Bhatia,omya.bhatia411@gmail.com,5169918724,Female,1995-05-02,Ahmedabad,Gujarat,India,2024-03-27,MEDIUN,0
100616,Damini Banik,damini.banik812@hotmail.com,04300038960,Female,1987-02-18,Ahmedabad,Gujarat,India,2024-06-30,HIGH,0
100617,atharv Ram,atharv.ram819@outlook.com,2171955356,Male,2004-09-05,Coimbatore,Tamil Nadu,India,2025-09-12,MEDIUN,0
100618,Jagat Kata,jagat.kata22@yahoo.com,9003010272,Male,1974-03-06,Coimbatore,Tamil Nadu,India,2024-02-03,LOW,0
100620,Imaran Sawhney,imaran.sawhney175@outlook.com,08458810569,Male,1983-12-14,Bengaluru,Karnataka,India,2024-09-17,HIGH,1
100626,Naveen Lalla,naveen.lalla954@outlook.com,00705783609,Male,2005-09-04,Delhi,Delhi,India,2024-11-05,HIGH,0
100627,Lakshit Murthy,lakshit.murthy6@gmail.com,4723229031,Male,1992-01-13,Guwahati,Assam,India,2025-11-14,HIGH,1
100629,Yashica Sawhney,yashica.sawhney728@outlook.com,9561642059,Female,1998-06-12,Bengaluru,Karnataka,India,2023-02-11,LOW,0
100630,Oliver Reddy,oliver.reddy949@outlook.com,0250429019,Male,1970-10-06,Jaipur,Rajasthan,India,2025-10-26,HIGH,1
100631,Nirja Vaidya,nirja.vaidya447@outlook.com,00261139898,Female,1995-11-04,Kochi,Kerala,India,2024-09-18,HIGH,0
100633,DALBIR Khosla,dalbir.khosla917@gmail.com,8815793763,Male,1987-12-10,Indore,Madhya Pradesh,India,2024-06-11,LOW,1
100634,Dev Yogi,dev.yogi867@gmail.com,4455116682,Male,1988-04-05,Bhopal,Madhya Pradesh,India,2025-03-23,LOW,0
100635,Hardik Gole,hardik.gole577@outlook.com,4871206021,Male,1966-12-19,Chennai,Tamil Nadu,India,2025-10-19,LOW,0
100636,Rishi Sami,rishi.sami427@yahoo.com,1559991015,Male,2006-03-17,Coimbatore,Tamil Nadu,India,2025-04-29,LOW,0
100637,Nilima Sengupta,nilima.sengupta404@gmail.com,2981209957,Other,,Lucknow,Uttar Pradesh,India,2024-09-27,LOW,0
100638,Ranveer Nagi,ranveer.nagi465@hotmail.com,7509889864,Male,,Nagpur,Maharashtra,India,2023-06-09,LOW,1
100640,Laksh Sur,laksh.sur331@outlook.com,1342138820,Male,1989-05-03,Delhi,Delhi,India,2024-06-09,LOW,1
100642,Dipta Saxena,dipta.saxena663@outlook.com,4151315285,Female,1973-11-12,Faridabad,Haryana,India,2023-11-20,LOW,1
100644,libni Singhal,libni.singhal577@outlook.com,3183061789,Female,1970-08-16,Bhopal,Madhya Pradesh,India,2025-02-20,LOW,0
100645,Gaurav Barad,gaurav.barad42@gmail.com,3578243477,Male,1998-11-09,Indore,Madhya Pradesh,India,2023-06-02,LOW,0
100646,shivani Parikh,shivani.parikh298@gmail.com,04675361275,Female,1992-04-27,Bhopal,Madhya Pradesh,India,2023-07-17,HIGH,0
100649,Fiyaz Wason,fiyaz.wason117@gmail.com,02980061558,Male,,Bengaluru,Karnataka,India,2023-03-17,HIGH,1
100650,Bhavika Bawa,bhavika.bawa322@outlook.com,8634255638,Female,1995-10-24,Indore,Madhya Pradesh,India,2025-06-22,LOW,1
100651,Abha Banik,abha.banik190@yahoo.com,0244033041,Female,1999-08-21,Chennai,Tamil Nadu,India,2023-11-04,HIGH,1
100654,LIAM   Subramanian,liam.subramanian90@outlook.com,6581739063,Male,1982-01-27,Faridabad,Haryana,India,2023-04-14,LOW,1
100656,Jackson Bhargava,jackson.bhargava309@gmail.com,2059960438,Male,1998-10-04,Kolkata,West Bengal,India,2024-10-07,LOW,0
100657,Zaid Munshi,,8811616202,Male,1985-07-27,Nagpur,Maharashtra,India,2023-12-16,MEDIUN,1
100658,Divya Ganesan,,02872866041,Female,1981-07-07,Faridabad,Haryana,India,2023-03-13,HIGH,1
100659,Nandini Madan,nandini.madan38@outlook.com,4839589477,Female,1970-09-21,Coimbatore,Tamil Nadu,India,2023-07-10,LOW,0
100660,ONI Deshmukh,oni.deshmukh732@yahoo.com,2271043318,Female,1982-08-17,Bhopal,Madhya Pradesh,India,2024-02-29,HIGH,1
100662,Tamanna Kumar,tamanna.kumar481@yahoo.com,1342491289,Female,1991-07-26,Lucknow,Uttar Pradesh,India,2025-07-06,LOW,0
100663,Rehaan Narayanan,rehaan.narayanan135@hotmail.com,2033192227,Male,2002-08-05,Guwahati,Assam,India,2024-07-29,HIGH,0
100664,Neel Brahmbhatt,neel.brahmbhatt819@hotmail.com,6754813866,Male,1997-10-05,Patna,Bihar,India,2023-11-23,MEDIUN,0
100665,Warjas Pant,warjas.pant178@yahoo.com,3242687741,Male,1987-05-24,Bhopal,Madhya Pradesh,India,2025-04-14,MEDIUN,0
100666,Teerth Pall,teerth.pall215@yahoo.com,3983652037,Male,1977-12-09,Lucknow,Uttar Pradesh,India,2025-03-01,HIGH,1
100667,Gunbir Ahluwalia,gunbir.ahluwalia827@gmail.com,8094047604,Male,1973-10-09,Chennai,Tamil Nadu,India,2024-08-01,HIGH,1
100669,Dominic Butala,dominic.butala724@gmail.com,05184390552,Male,2004-02-02,Kochi,Kerala,India,2025-05-20,LOW,0
100670,Qadim Varty,qadim.varty844@gmail.com,3824127049,Male,1970-02-24,Hyderabad,Telangana,India,2024-01-06,LOW,1
100671,Zayyan Rout,zayyan.rout746@yahoo.com,5157919711,Male,2004-09-04,Patna,Bihar,India,2025-02-27,MEDIUN,0
100672,Gavin Chadha,gavin.chadha839@outlook.com,5713432406,Male,1994-07-01,Patna,Bihar,India,2024-03-08,HIGH,1
100673,Hemal Mallick,hemal.mallick350@hotmail.com,4324474175,Female,1988-05-22,Pune,Maharashtra,India,2023-02-21,HIGH,0
100674,Priya Virk,priya.virk772@yahoo.com,2893654358,Female,1987-02-02,Pune,Maharashtra,India,2024-06-13,LOW,0
100675,Lipika   Chana,lipika.chana975@hotmail.com,4018272795,Female,1978-06-25,Indore,Madhya Pradesh,India,2024-07-06,MEDIUN,1
100676,Ranbir Bandi,ranbir.bandi87@gmail.com,06755125427,Male,1986-11-10,Mumbai,Maharashtra,India,2025-04-18,LOW,0
100679,Eiravati Nath,eiravati.nath847@gmail.com,05762702324,Female,1975-05-17,Patna,Bihar,India,2025-09-20,HIGH,0
100680,George Keer,george.keer715@hotmail.com,8507251786,Male,1994-02-26,Kolkata,West Bengal,India,2025-10-13,LOW,0
100683,Ijaya Basu,ijaya.basu248@outlook.com,2624467046,Female,1969-03-25,Chandigarh,Chandigarh,India,2025-03-12,HIGH,0
100684,Sneha Varughese,sneha.varughese643@outlook.com,06025298670,Female,1983-12-12,Patna,Bihar,India,2023-10-31,MEDIUN,1
100685,Suhani Sami,suhani.sami465@gmail.com,09785758512,Female,2007-09-09,Coimbatore,Tamil Nadu,India,2023-10-08,HIGH,0
100687,Yash Sharma,yash.sharma108@yahoo.com,04084245607,Male,1976-03-12,Faridabad,Haryana,India,2024-05-13,HIGH,0
100688,Andrew Choudhury,andrew.choudhury84@hotmail.com,2181227645,Male,,Indore,Madhya Pradesh,India,2025-04-29,LOW,1
100689,Vasudha Kohli,vasudha.kohli603@hotmail.com,05029168154,Female,1980-11-22,Kochi,Kerala,India,2025-11-02,MEDIUN,0
100690,Advay Gour,advay.gour750@hotmail.com,3944988305,Male,1988-02-18,Nagpur,Maharashtra,India,2024-12-12,HIGH,0
100692,Mahika Loke,mahika.loke113@hotmail.com,0531949796,Female,1991-01-30,Hyderabad,Telangana,India,2025-06-03,HIGH,1
100695,Faras Ganesan,faras.ganesan493@hotmail.com,08736826911,Male,1979-08-11,Delhi,Delhi,India,2025-07-27,HIGH,1
100696,Jagvi Choudhry,jagvi.choudhry781@yahoo.com,06536945515,Female,1984-09-21,Guwahati,Assam,India,2025-07-10,LOW,1
100697,Rohan Kar,rohan.kar820@gmail.com,2264085721,Male,1979-01-05,Surat,Gujarat,India,2025-10-14,LOW,1
100698,ubika   Sahota,ubika.sahota754@hotmail.com,9981996059,Female,1972-08-10,Delhi,Delhi,India,2024-05-29,HIGH,0
100699,Vrishti Chand,vrishti.chand660@gmail.com,8327532735,Female,,Lucknow,Uttar Pradesh,India,2024-12-13,HIGH,0
100700,Dominic Memon,dominic.memon769@yahoo.com,7397327819,Male,2000-10-30,Coimbatore,Tamil Nadu,India,2024-01-24,HIGH,0
100701,Gauri Konda,gauri.konda806@outlook.com,08761648198,Female,1994-12-03,Mumbai,Maharashtra,India,2024-06-17,LOW,0
100702,Urvashi Srivastava,urvashi.srivastava412@outlook.com,05687611249,Female,1996-10-13,Chandigarh,Chandigarh,India,2024-10-29,HIGH,1
100704,Vamakshi Narayanan,vamakshi.narayanan158@gmail.com,0228403595,Female,1994-11-16,Jaipur,Rajasthan,India,2023-10-14,HIGH,0
100705,Mitesh Dutt,mitesh.dutt306@gmail.com,2229464303,Male,1988-08-10,Mumbai,Maharashtra,India,2024-07-26,HIGH,1
100707,Wridesh   Gill,wridesh.gill63@outlook.com,3433249135,Male,1984-07-21,Hyderabad,Telangana,India,2024-06-25,HIGH,1
100709,Jatin Konda,jatin.konda457@hotmail.com,2094841312,Male,1985-09-11,Lucknow,Uttar Pradesh,India,2024-04-03,LOW,0
100710,Azaan Johal,azaan.johal551@yahoo.com,0513717173,Male,1965-05-29,Chennai,Tamil Nadu,India,2023-03-24,HIGH,0
100711,HRITIK Sur,hritik.sur669@outlook.com,07399704694,Male,1984-04-04,Guwahati,Assam,India,2024-04-19,HIGH,0
100712,Hema Narasimhan,hema.narasimhan863@outlook.com,3548847127,Female,1960-12-04,Faridabad,Haryana,India,2025-06-18,HIGH,0
100722,Anamika Thaman,anamika.thaman891@gmail.com,9511918182,Female,1998-12-11,Faridabad,Haryana,India,2025-10-18,HIGH,1
100723,Caleb Sidhu,caleb.sidhu67@yahoo.com,7725129578,Male,1998-02-08,Guwahati,Assam,India,2025-07-23,HIGH,0
100725,Irya Pant,irya.pant3@hotmail.com,04210890285,Female,2006-06-09,Chandigarh,Chandigarh,India,2023-11-22,HIGH,1
100727,Amara Sawhney,amara.sawhney285@gmail.com,7633691128,Female,2004-06-13,Pune,Maharashtra,India,2024-11-12,HIGH,0
100728,Darsh Gaba,darsh.gaba756@gmail.com,05633185748,Male,1965-12-27,Coimbatore,Tamil Nadu,India,2024-10-03,LOW,0
100730,Laksh Naik,laksh.naik254@outlook.com,2822700934,Male,1978-06-15,Surat,Gujarat,India,2024-01-17,MEDIUN,0
100731,Triya Dugar,triya.dugar795@gmail.com,5120734654,Female,1990-06-19,Pune,Maharashtra,India,2025-05-20,HIGH,0
100732,Akshay Bal,akshay.bal387@gmail.com,0869822105,Male,2003-09-05,Delhi,Delhi,India,2025-04-21,LOW,1
100733,Charita Saini,charita.saini309@gmail.com,8729047742,Female,,Nagpur,Maharashtra,India,2024-12-26,MEDIUN,1
100739,Manbir Date,manbir.date151@yahoo.com,1826832303,Male,1995-10-26,Coimbatore,Tamil Nadu,India,2024-11-14,HIGH,1
100741,Jeevika Doshi,jeevika.doshi805@yahoo.com,6468677524,Female,1960-08-18,Kolkata,West Bengal,India,2025-06-30,MEDIUN,0
100742,Ladli Muni,ladli.muni631@outlook.com,2723626693,Female,1972-07-17,Surat,Gujarat,India,2024-03-17,MEDIUN,0
100743,Pushti Bobal,,9237245018,Female,1975-07-20,Bhopal,Madhya Pradesh,India,2024-03-23,HIGH,1
100744,Charan   Sinha,charan.sinha211@hotmail.com,9721540641,Male,1990-09-14,Surat,Gujarat,India,2024-03-25,HIGH,1
100745,Tanay Ganguly,tanay.ganguly146@gmail.com,1199537660,Male,,Chandigarh,Chandigarh,India,2025-10-19,LOW,1
100746,Damini Mammen,damini.mammen203@yahoo.com,6451017397,Female,1971-03-29,Mumbai,Maharashtra,India,2024-11-03,HIGH,0
100747,Teerth   Lata,teerth.lata201@yahoo.com,06986091919,Male,1965-03-03,Pune,Maharashtra,India,2023-02-07,HIGH,0
100748,Kashvi Patel,kashvi.patel347@gmail.com,7798066039,Female,1969-04-15,Faridabad,Haryana,India,2025-07-13,HIGH,0
100749,Nitesh Chaudhary,nitesh.chaudhary900@hotmail.com,05553470574,Male,1997-07-04,Kochi,Kerala,India,2025-04-08,LOW,1
100752,Nilima Toor,nilima.toor215@hotmail.com,06913119642,Female,1994-12-22,Ahmedabad,Gujarat,India,2024-09-12,HIGH,0
100754,Jasmit Kanda,jasmit.kanda275@hotmail.com,00430977688,Female,2008-07-14,Bhopal,Madhya Pradesh,India,2025-03-23,LOW,0
100756,Ekani Nagy,ekani.nagy564@outlook.com,1878519358,Female,2000-01-10,Patna,Bihar,India,2025-10-14,HIGH,0
100758,Waida Divan,waida.divan392@outlook.com,4097626374,Female,1986-06-16,Surat,Gujarat,India,2024-01-24,MEDIUN,0
100759,Max Narayanan,max.narayanan805@gmail.com,5090591191,Male,1986-01-15,Lucknow,Uttar Pradesh,India,2023-03-26,HIGH,0
100760,Gaurika Hayer,gaurika.hayer692@yahoo.com,01511696667,Female,1967-04-06,Surat,Gujarat,India,2024-03-31,HIGH,0
100761,Pavani   Goswami,pavani.goswami876@yahoo.com,07124633515,Female,1982-04-18,Guwahati,Assam,India,2025-02-01,HIGH,1
100762,Champak Viswanathan,champak.viswanathan969@hotmail.com,1208005640,Male,1999-01-06,Patna,Bihar,India,2023-04-04,HIGH,0
100763,Rachit Boase,rachit.boase234@hotmail.com,8351295927,Male,1994-07-09,Ahmedabad,Gujarat,India,2024-12-14,HIGH,1
100764,Gaurang Tripathi,gaurang.tripathi349@hotmail.com,8144152982,Male,2003-10-28,Nagpur,Maharashtra,India,2025-02-19,LOW,1
100765,YUVRAJ Hans,yuvraj.hans461@hotmail.com,7181535237,Male,1969-08-26,Kolkata,West Bengal,India,2024-08-08,LOW,1
100766,Saksham Barman,saksham.barman830@hotmail.com,1589988683,Male,1974-03-05,Mumbai,Maharashtra,India,2025-04-30,LOW,0
100767,Ekanta Sem,ekanta.sem334@outlook.com,6170715879,Female,1979-04-11,Chandigarh,Chandigarh,India,2025-09-12,HIGH,0
100768,Yuvraj Mani,yuvraj.mani391@hotmail.com,1499825080,Male,1962-11-17,Surat,Gujarat,India,2025-09-14,HIGH,0
100769,nidra Rajan,nidra.rajan655@hotmail.com,2850317235,Female,,Coimbatore,Tamil Nadu,India,2024-03-09,LOW,1
100770,bina Jani,bina.jani28@hotmail.com,01403526356,Female,1962-10-05,Guwahati,Assam,India,2025-06-14,LOW,0
100775,Ijaya Kade,ijaya.kade539@yahoo.com,5425730662,Female,,Faridabad,Haryana,India,2025-08-30,MEDIUN,1
100776,Madhav Tiwari,madhav.tiwari662@outlook.com,00713984822,Male,1986-11-16,Bengaluru,Karnataka,India,2024-01-24,LOW,0
100778,AYUSH Ram,ayush.ram403@gmail.com,08107964967,Male,2004-04-21,Chennai,Tamil Nadu,India,2025-09-13,HIGH,0
100779,Jagat Swaminathan,jagat.swaminathan683@outlook.com,07853242642,Male,1978-04-13,Chandigarh,Chandigarh,India,2024-08-11,LOW,1
100780,Aishani Sankaran,aishani.sankaran378@gmail.com,08362536667,Female,1995-10-26,Chandigarh,Chandigarh,India,2024-10-20,LOW,1
100781,TRISTAN Rama,tristan.rama519@yahoo.com,8333393957,Male,1986-12-05,Jaipur,Rajasthan,India,2024-06-18,LOW,0
100782,TARA Prasad,tara.prasad877@hotmail.com,1874960335,Female,1987-02-04,Surat,Gujarat,India,2023-08-23,MEDIUN,0
100785,Naksh Parikh,naksh.parikh688@gmail.com,5959775244,Male,1965-06-26,Chennai,Tamil Nadu,India,2023-03-15,MEDIUN,0
100788,chaman Pingle,chaman.pingle931@outlook.com,2135415970,Female,1990-06-18,Pune,Maharashtra,India,2023-01-26,HIGH,1
100789,turvi Gara,turvi.gara226@gmail.com,08075203447,Female,2008-06-05,Kolkata,West Bengal,India,2023-05-13,LOW,0
100790,Pahal Baria,pahal.baria525@hotmail.com,0290904637,Female,1978-11-08,Delhi,Delhi,India,2024-04-09,HIGH,1
100791,Anita Madan,anita.madan962@hotmail.com,6525483744,Female,,Chandigarh,Chandigarh,India,2025-08-21,LOW,0
100792,Chakrika Sengupta,chakrika.sengupta399@gmail.com,0213125129,Female,1999-01-31,Surat,Gujarat,India,2023-12-01,MEDIUN,0
100793,Caleb Borra,caleb.borra907@gmail.com,2975191023,Male,2004-09-04,Delhi,Delhi,India,2024-01-04,MEDIUN,1
100796,Bishakha Guha,bishakha.guha624@gmail.com,9496843645,Female,1995-11-30,Surat,Gujarat,India,2024-03-09,HIGH,1
100797,Aarush Krishnamurthy,aarush.krishnamurthy22@yahoo.com,7509617015,Male,1988-11-04,Mumbai,Maharashtra,India,2025-04-04,LOW,0
100798,Radhika Bhatti,radhika.bhatti62@gmail.com,5747583392,Female,1962-08-30,Guwahati,Assam,India,2025-07-09,HIGH,1
100799,Qushi Rout,qushi.rout757@hotmail.com,7722660256,Female,,Pune,Maharashtra,India,2024-06-18,HIGH,1
100800,Falan Ratta,falan.ratta769@outlook.com,2310672453,Male,1961-08-27,Indore,Madhya Pradesh,India,2024-05-13,HIGH,0
100801,Rohan Dutt,rohan.dutt623@yahoo.com,9766270511,Male,,Pune,Maharashtra,India,2025-04-12,HIGH,0
100802,Neel Sood,neel.sood977@gmail.com,3670425496,Male,1989-12-21,Bhopal,Madhya Pradesh,India,2023-08-10,LOW,1
100803,Eiravati Wagle,eiravati.wagle242@yahoo.com,7107563353,Female,2004-04-19,Coimbatore,Tamil Nadu,India,2023-04-13,HIGH,1
100804,Naksh Soni,naksh.soni621@yahoo.com,2593993379,Male,1983-02-28,Indore,Madhya Pradesh,India,2025-09-20,HIGH,1
100805,Aditya Munshi,aditya.munshi974@gmail.com,5187794176,Male,1997-12-05,Bhopal,Madhya Pradesh,India,2024-07-05,MEDIUN,0
100807,Irya Guha,irya.guha567@yahoo.com,8843660443,Female,1967-07-12,Lucknow,Uttar Pradesh,India,2024-12-15,HIGH,0
100808,Advik Balakrishnan,advik.balakrishnan74@hotmail.com,2768297514,Male,,Guwahati,Assam,India,2023-08-26,LOW,0
100810,Riya Bal,riya.bal419@gmail.com,9045990802,Female,1984-06-14,Lucknow,Uttar Pradesh,India,2025-07-29,HIGH,1
100812,Rudra Dubey,rudra.dubey949@hotmail.com,1433080037,Male,1962-08-25,Delhi,Delhi,India,2025-07-02,HIGH,1
100813,Imaran Kaul,imaran.kaul268@yahoo.com,6608470681,Male,1962-07-16,Mumbai,Maharashtra,India,2025-11-13,LOW,0
100814,Anita Joshi,anita.joshi120@gmail.com,09582632809,Female,1974-02-13,Chennai,Tamil Nadu,India,2025-03-18,HIGH,1
100816,Samaksh Jayaraman,samaksh.jayaraman752@outlook.com,03943945703,Male,1987-10-27,Faridabad,Haryana,India,2024-03-08,LOW,1
100817,Jonathan Kalla,jonathan.kalla276@yahoo.com,5376576927,Male,1983-08-30,Patna,Bihar,India,2023-07-06,MEDIUN,1
100818,Mekhala Kothari,mekhala.kothari100@gmail.com,0040476921,Female,1963-03-08,Bhopal,Madhya Pradesh,India,2024-01-29,LOW,1
100819,Janaki Halder,janaki.halder384@yahoo.com,0401424731,Female,2004-09-29,Chennai,Tamil Nadu,India,2025-11-20,LOW,0
100825,Elijah Om,elijah.om345@hotmail.com,06161880819,Male,1960-10-21,Guwahati,Assam,India,2025-06-29,HIGH,1
100826,Gayathri Karan,gayathri.karan626@hotmail.com,5868639561,Female,1971-06-14,Faridabad,Haryana,India,2023-09-06,HIGH,1
100828,Ikshita Bajwa,ikshita.bajwa634@hotmail.com,1147165609,Female,,Patna,Bihar,India,2023-01-06,LOW,0
100829,NETRA Oza,netra.oza649@gmail.com,09799070755,Female,1962-02-07,Surat,Gujarat,India,2024-05-21,HIGH,0
100830,Vritti Rajagopal,vritti.rajagopal410@hotmail.com,5706071748,Female,1965-01-11,Guwahati,Assam,India,2024-10-01,LOW,0
100831,Jason Chandra,jason.chandra752@gmail.com,00548739610,Male,1993-06-08,Bhopal,Madhya Pradesh,India,2025-06-01,HIGH,0
100832,akshay Toor,akshay.toor131@gmail.com,06804918727,Male,1974-09-11,Kochi,Kerala,India,2024-06-11,HIGH,0
100834,JASMIT Oak,jasmit.oak446@gmail.com,01222990775,Female,1998-09-28,Bengaluru,Karnataka,India,2025-10-16,LOW,1
100836,Rachita Soman,rachita.soman93@hotmail.com,2192378584,Female,1983-07-21,Chandigarh,Chandigarh,India,2024-05-26,MEDIUN,1
100838,Zilmil Andra,zilmil.andra229@yahoo.com,3377731268,Female,1991-01-06,Indore,Madhya Pradesh,India,2023-04-21,LOW,0
100839,Balendra Dhingra,balendra.dhingra587@gmail.com,01923653460,Male,,Kolkata,West Bengal,India,2025-08-11,LOW,1
100842,Panini Mitter,panini.mitter697@hotmail.com,7698999275,Female,1964-12-24,Pune,Maharashtra,India,2024-11-01,HIGH,1
100844,Gopal Nayak,gopal.nayak299@hotmail.com,06392435885,Male,1970-06-05,Kolkata,West Bengal,India,2025-06-22,HIGH,1
100846,Elijah Kumar,elijah.kumar23@yahoo.com,6013477894,Male,1985-02-22,Lucknow,Uttar Pradesh,India,2025-07-21,LOW,0
100848,Bakhshi Mall,bakhshi.mall332@yahoo.com,03090015944,Male,1981-03-30,Hyderabad,Telangana,India,2024-02-09,HIGH,1
100849,Jack Kannan,jack.kannan592@yahoo.com,2089532638,Male,1990-03-12,Nagpur,Maharashtra,India,2023-08-14,HIGH,0
100850,Gaurika Chand,gaurika.chand371@gmail.com,3633792234,Female,1965-10-07,Kolkata,West Bengal,India,2025-07-10,LOW,0
100851,Jagdish Morar,jagdish.morar949@yahoo.com,1167726960,Male,1986-08-05,Indore,Madhya Pradesh,India,2024-06-07,HIGH,1
100852,Laban Jha,laban.jha608@outlook.com,05078967935,Male,1967-07-20,Kochi,Kerala,India,2024-11-17,MEDIUN,0
100853,Brinda Purohit,brinda.purohit310@hotmail.com,5643436970,Female,1993-07-25,Faridabad,Haryana,India,2025-02-26,HIGH,1
100854,Keya Bhattacharyya,keya.bhattacharyya886@hotmail.com,5607676164,Female,,Bengaluru,Karnataka,India,2024-06-14,HIGH,1
100855,Priya   Karnik,priya.karnik125@gmail.com,3989830650,Female,1997-02-15,Hyderabad,Telangana,India,2025-03-31,HIGH,1
100857,Bahadurjit Kata,bahadurjit.kata586@outlook.com,08762303911,Male,1997-09-16,Indore,Madhya Pradesh,India,2025-10-18,LOW,1
100858,Krish Gola,krish.gola404@gmail.com,02823052480,Male,1984-08-28,Faridabad,Haryana,India,2024-07-13,HIGH,0
100859,Ayush Ramesh,ayush.ramesh772@gmail.com,03959473721,Male,1994-11-09,Coimbatore,Tamil Nadu,India,2025-02-14,HIGH,0
100860,Gaurika Basak,gaurika.basak569@gmail.com,7876886878,Female,1977-08-08,Chennai,Tamil Nadu,India,2025-01-23,HIGH,0
100862,Mason Prakash,mason.prakash968@hotmail.com,6279246320,Male,2003-11-02,Chennai,Tamil Nadu,India,2024-01-09,MEDIUN,0
100864,Reyansh Sant,reyansh.sant705@yahoo.com,7071553482,Male,1961-02-21,Chandigarh,Chandigarh,India,2024-01-29,LOW,1
100867,Kiaan Dhawan,kiaan.dhawan549@yahoo.com,4630040236,Male,1987-12-09,Indore,Madhya Pradesh,India,2024-02-21,HIGH,1
100869,Veda Oommen,veda.oommen277@gmail.com,8855829849,Female,1997-12-21,Pune,Maharashtra,India,2024-08-13,LOW,1
100870,Jason   Kara,jason.kara797@outlook.com,8476094412,Male,1987-04-03,Patna,Bihar,India,2025-09-29,LOW,0
100872,Bhavini Murthy,bhavini.murthy542@gmail.com,2670551437,Female,2002-10-23,Bhopal,Madhya Pradesh,India,2025-11-05,HIGH,1
100873,Xalak Randhawa,xalak.randhawa326@yahoo.com,3925295961,Female,1965-06-11,Delhi,Delhi,India,2023-08-03,LOW,1
100875,fitan Mukherjee,fitan.mukherjee582@hotmail.com,09032671494,Male,1990-02-25,Ahmedabad,Gujarat,India,2024-04-30,LOW,0
100876,Zansi Bora,zansi.bora724@hotmail.com,9428179340,Female,1979-06-30,Pune,Maharashtra,India,2023-10-30,HIGH,1
100877,pallavi Gaba,pallavi.gaba313@yahoo.com,4663453372,Female,1994-05-15,Indore,Madhya Pradesh,India,2023-09-10,HIGH,0
100879,Matthew Kadakia,matthew.kadakia986@gmail.com,03510046277,Male,1992-03-18,Bhopal,Madhya Pradesh,India,2025-10-26,LOW,1
100880,Rushil   Naik,,02024617520,Male,2003-01-21,Chandigarh,Chandigarh,India,2024-06-13,LOW,0
100883,Vedant Basu,vedant.basu376@gmail.com,07679935937,Male,1973-04-26,Chennai,Tamil Nadu,India,2025-04-05,LOW,1
100884,Anjali Karnik,anjali.karnik347@gmail.com,8303736060,Female,2006-08-17,Patna,Bihar,India,2025-08-11,HIGH,1
100885,MAHIKA Wason,mahika.wason301@hotmail.com,9079388413,Female,2005-01-16,Lucknow,Uttar Pradesh,India,2025-09-29,LOW,1
100886,Saumya Narasimhan,saumya.narasimhan958@gmail.com,5370124244,Female,1980-07-23,Kochi,Kerala,India,2024-03-05,HIGH,0
100887,Tanay Jani,tanay.jani363@outlook.com,08811210314,Male,,Surat,Gujarat,India,2025-08-31,HIGH,0
100888,Gaurav Comar,gaurav.comar203@hotmail.com,7817941515,Male,1969-01-29,Indore,Madhya Pradesh,India,2023-10-06,HIGH,0
100889,Girindra Krishna,girindra.krishna232@outlook.com,5288375056,Male,1998-08-30,Ahmedabad,Gujarat,India,2025-08-30,LOW,0
100890,Tarak Chawla,tarak.chawla450@gmail.com,9791378765,Male,,Jaipur,Rajasthan,India,2023-10-21,HIGH,0
100891,Qarin Issac,qarin.issac195@gmail.com,9505560571,Male,,Kolkata,West Bengal,India,2025-10-27,HIGH,1
100892,Ekalinga Char,ekalinga.char983@hotmail.com,7885190534,Male,1986-05-24,Kolkata,West Bengal,India,2024-08-05,MEDIUN,0
100893,Unnati Memon,unnati.memon770@outlook.com,4624561851,Female,1984-07-12,Ahmedabad,Gujarat,India,2023-01-15,LOW,1
100894,Mason Ray,mason.ray113@yahoo.com,2899151145,Male,,Faridabad,Haryana,India,2024-01-09,HIGH,0
